timestamps,open,high,low,close,volume,amount
2025-03-27,220.4292696466093,224.0136533961419,219.6028696378956,222.87860107421875,37094800,8267637131.12793
2025-03-28,220.7080664246457,222.8387793372666,216.73537546649092,216.9544219970703,39818600,8638821347.732544
2025-03-31,216.0682695484103,224.6409066608951,215.29165561007284,221.1660614013672,65299300,14441988993.266296
2025-04-01,218.85612876373423,222.70932997882656,217.95007407622174,222.22146606445312,36412700,8091683577.365112
2025-04-02,220.3595869543347,224.21278818927524,220.06088576879955,222.91842651367188,35905900,8004086730.557251
2025-04-03,204.64805110026137,206.58960121618028,200.37667426890133,202.30825805664062,103419000,20922517739.959717
2025-04-04,193.04863012782926,199.01264249852213,186.52705026060866,187.5625457763672,125910900,23616168944.99359
2025-04-07,176.43103817745248,193.30748067285785,173.86223225537526,180.6725616455078,160466300,28991857478.77655
2025-04-08,185.88981432593783,189.5140179775097,168.47572171547168,171.67178344726562,120859500,20748165911.5448
2025-04-09,171.20381523449285,199.7394480269994,171.14407803694525,197.98709106445312,184395900,36508007845.21179
2025-04-10,188.24954112448538,193.93475416517637,182.20587449762067,189.5936737060547,121880000,23107676951.293945
2025-04-11,185.2924188893916,198.67408279715283,185.2525839628914,197.2901153564453,87435900,17250238797.294617
2025-04-14,210.5224325383335,212.01592310379547,200.28704507843972,201.64114379882812,101352900,20436914683.328247
2025-04-15,200.98403365195668,202.62686743682656,198.93297540670014,201.2628173828125,51343900,10333617969.421387
2025-04-16,197.49921927320653,199.82906121923162,191.5352073519423,193.42697143554688,59732400,11553857228.57666
2025-04-17,196.34424488667963,197.9671763411939,193.5763099497932,196.1251983642578,52164700,10230812135.112
2025-04-21,192.43131586910098,192.9590147372882,188.98632373298676,192.32179260253906,46742500,8989601390.724182
2025-04-22,195.26892870764283,200.7151927551101,195.11958571249494,198.87322998046875,52976400,10535587780.737305
2025-04-23,205.1060461943045,207.0973670311424,201.9199358938783,203.71212768554688,52929200,10782319948.693848
2025-04-24,204.00088023313933,207.92378505310097,202.0593452871763,207.4657745361328,47311000,9815413259.07898
2025-04-25,205.47445049920006,208.8397878176709,205.30519003897632,208.371826171875,38222300,7964450451.489258
2025-04-28,209.08871177088434,210.5822025692478,206.55974070372147,209.2281036376953,38743100,8106145342.045593
2025-04-29,207.78438836336602,211.31898611202763,207.46576971677675,210.29345703125,36827600,7744603318.1640625
2025-04-30,208.39173986928208,212.65316547487808,205.7731479657814,211.57785034179688,52286500,11062665271.896362
2025-05-01,208.1726964341785,213.62891164873253,207.99346964638974,212.39430236816406,57365700,12184147831.36139
2025-05-02,205.19567188008233,206.0917754590827,201.2827333487594,204.45889282226562,101010600,20652515439.312744
2025-05-05,202.21865389928206,203.21431440062256,197.34987465543003,198.02691650390625,69018500,13667520736.724854
2025-05-06,197.3498583398735,199.77925700053618,196.165020010421,197.64854431152344,51216500,10122866669.73114
2025-05-07,198.30570335142838,198.574535944944,192.41139491378883,195.39837646484375,68536700,13391959908.258057
2025-05-08,196.86200854076802,199.18189948520052,193.8351919089676,196.6330108642578,50478900,9925818092.115784
2025-05-09,198.1364339272832,199.6697443694255,196.6827629534363,197.66847229003906,36453900,7205786722.013855
2025-05-12,210.32995926202443,210.6290521628615,206.1227607044075,210.15049743652344,63775800,13402516094.412231
2025-05-13,209.79158118866218,212.75257189298435,208.36592688565332,212.28399658203125,51909300,11019513663.775635
2025-05-14,211.78549375335473,213.29092224655892,209.9411156617564,211.68580627441406,49325800,10441571743.130493
2025-05-15,210.31000386923802,212.31391554357438,208.90427796298633,210.80848693847656,45029500,9492600762.59613
